koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_srad
FALSE POSITIVE,0,0,0,1,1.85447373,132.50368999999998,0.514,2.665,307.0,1.33,1221.0,527.79,18.9,5341.0,0.743
CANDIDATE,0,0,0,0,0.48765627799999994,132.16692,0.037000000000000005,1.0129,110.0,0.99,2299.0,6647.8,25.1,5957.0,0.937
FALSE POSITIVE,0,1,1,0,0.502622858,131.61123,0.693,3.085,146.0,1.41,2478.0,8838.66,41.1,6029.0,1.0979999999999999
CONFIRMED,0,0,0,0,31.805512800000002,150.6791,0.47600000000000003,3.9789999999999996,142.0,0.63,378.0,4.84,10.9,4729.0,0.525
CANDIDATE,0,0,0,0,3.25424652,133.5121,0.665,5.377999999999999,82.1,0.96,1220.0,521.81,18.3,5692.0,1.004
CONFIRMED,0,0,0,0,3.50472344,133.72225,0.309,1.9464,90.7,0.8,1019.0,254.49,18.4,5115.0,0.8540000000000001
CONFIRMED,0,0,0,0,124.827797,208.79191,0.096,6.479,648.0,2.57,350.0,3.56,17.1,5349.0,1.032
CANDIDATE,0,0,0,0,11.9294568,133.74078,0.3789,3.193,132.0,1.05,797.0,95.42,11.7,5975.0,0.9
FALSE POSITIVE,1,0,0,1,0.7862605690000001,132.16681599999998,1.226,4.556,877.0,15.72,1192.0,477.45,246.0,4223.0,0.557
FALSE POSITIVE,1,0,1,0,0.597934463,131.95507,1.224,3.1225,515.0,23.2,2126.0,4834.45,72.2,6052.0,0.863
FALSE POSITIVE,1,0,0,0,360.76457999999997,148.5386,1.7475,21.22,384.0,60.3,216.0,0.52,10.0,5513.0,0.7240000000000001
FALSE POSITIVE,0,0,0,1,2.15292788,132.36514,0.45,3.043,41.4,1.02,1841.0,2708.61,21.5,5851.0,1.555
FALSE POSITIVE,0,1,1,1,2.61585431,132.42844,0.5770000000000001,6.519,170.0,1.28,1358.0,803.03,26.9,6131.0,0.945
CANDIDATE,0,0,0,0,9.54699216,140.15819,0.879,5.063,143.0,1.71,996.0,232.24,17.4,6274.0,1.232
CANDIDATE,0,0,0,0,14.708641,133.85125,0.96,5.394,131.0,1.82,862.0,130.5,12.8,6274.0,1.232
CANDIDATE,0,0,0,0,31.335109399999997,136.97538,0.706,6.071000000000001,265.0,1.99,666.0,46.53,16.7,6404.0,1.1420000000000001
FALSE POSITIVE,0,0,1,1,1.061002863,132.52463,0.337,1.962,142.0,1.06,1679.0,1883.03,15.7,5767.0,0.8809999999999999
FALSE POSITIVE,1,0,0,0,363.35755,135.9933,0.0406,19.85,395.0,3.45,305.0,2.05,13.9,5086.0,1.7830000000000001
FALSE POSITIVE,0,1,1,0,0.9248213190000001,132.09187,0.401,2.594,122.0,1.1,1963.0,3514.31,24.3,6135.0,0.9740000000000001
FALSE POSITIVE,0,0,0,1,4.4697452,133.00892,0.982,5.33,242.0,2.43,1248.0,574.11,33.8,6102.0,1.125
CONFIRMED,0,0,0,0,214.88145600000001,213.4044,0.023,9.581,759.0,2.68,286.0,1.59,16.1,5323.0,0.995
FALSE POSITIVE,0,1,1,0,122.906853,195.9104,0.9740000000000001,15.97,820.0,3.55,338.0,3.08,19.9,5692.0,0.866
FALSE POSITIVE,1,0,1,1,12.42221675,141.8461927,0.055999999999999994,6.5533,54.5,0.8,864.0,131.73,11.0,6231.0,1.084
CANDIDATE,0,0,0,0,4.85018974,135.31157,0.985,5.676,64.5,1.1,1098.0,344.04,15.8,6032.0,0.973
FALSE POSITIVE,1,0,0,0,383.43595,483.2484,0.025,11.059000000000001,1230.0,2.53,214.0,0.5,14.1,5576.0,0.7290000000000001
CANDIDATE,0,0,0,0,3.82315697,133.06936000000002,0.064,2.388,47.2,0.77,1282.0,638.38,8.9,6202.0,1.122
FALSE POSITIVE,0,1,1,0,0.842336445,131.73901,0.266,1.5190000000000001,80.1,0.9,1941.0,3367.24,8.8,5765.0,0.998
CANDIDATE,0,0,0,0,13.6032081,140.3975,0.777,2.592,181.0,0.75,397.0,5.85,9.4,3780.0,0.511
FALSE POSITIVE,1,0,0,1,0.914468919,132.120912,1.271,2.695,3430.0,36.84,1884.0,2978.16,189.0,5762.0,0.9890000000000001
FALSE POSITIVE,0,0,1,1,1.54039744,131.99974,0.723,1.787,128.0,1.08,1520.0,1267.95,7.0,5649.0,0.884
CONFIRMED,0,0,0,0,8.45805119,137.06123,0.6970000000000001,2.998,259.0,2.52,1117.0,367.05,18.3,6172.0,1.4709999999999999
CONFIRMED,0,0,0,0,101.11070140000001,215.5204,0.046,8.029,878.0,1.61,229.0,0.65,24.1,4133.0,0.561
FALSE POSITIVE,1,0,1,0,0.907943645,132.133484,1.3559999999999999,1.9144,1030.0,49.37,2219.0,5715.61,53.7,6434.0,1.166
FALSE POSITIVE,0,0,1,0,94.44685600000001,166.1513,0.977,7.502000000000001,436.0,7.13,611.0,32.93,20.0,5780.0,2.478
FALSE POSITIVE,0,0,1,0,0.92565941,132.11002,0.042,1.4880000000000002,30.0,0.88,2383.0,7600.86,11.2,6058.0,1.6119999999999999
CANDIDATE,0,0,0,0,9.84262076,134.02155,0.23399999999999999,1.6018,626.0,2.41,801.0,97.62,16.8,5585.0,0.972
FALSE POSITIVE,0,1,1,1,2.99194823,134.1641,0.71,4.39,99.6,0.78,1019.0,255.16,18.2,5269.0,0.727
CONFIRMED,0,0,0,0,62.3026877,179.09948,0.7120000000000001,7.5089999999999995,859.0,3.05,454.0,10.05,45.0,5688.0,0.971
CONFIRMED,0,1,0,0,72.3826983,179.49813,0.7909999999999999,8.279,366.0,4.21,575.0,25.83,29.5,5508.0,1.9880000000000002
FALSE POSITIVE,1,0,0,0,360.33012,159.4314,0.3698,15.16,1020.0,2.34,200.0,0.38,12.2,5054.0,0.74
FALSE POSITIVE,0,1,0,1,0.566803149,131.79596,0.8220000000000001,1.643,246.0,1.93,2380.0,7612.11,52.6,6147.0,1.0959999999999999
FALSE POSITIVE,0,0,1,0,15.346602800000001,143.8142,0.591,4.966,239.0,3.64,1194.0,480.12,13.0,6771.0,2.259
CANDIDATE,0,0,0,0,7.23531329,133.12053999999998,0.326,3.338,112.0,1.53,1207.0,501.36,14.0,6422.0,1.421
FALSE POSITIVE,1,0,0,0,0.531106622,131.906467,0.94,3.0293,5130.0,7.54,1781.0,2371.49,286.2,4978.0,0.762
FALSE POSITIVE,0,0,1,1,1.332547503,132.05767,0.746,4.521,130.0,1.23,1719.0,2062.92,25.5,6077.0,0.9990000000000001
CONFIRMED,0,0,0,0,225.58524500000001,272.79566,0.066,11.165999999999999,755.0,3.71,348.0,3.48,18.6,5929.0,1.3630000000000002
CONFIRMED,0,0,0,0,24.4972683,133.92177,0.8170000000000001,5.43,449.0,2.74,722.0,64.25,19.5,6392.0,1.162
FALSE POSITIVE,1,0,0,0,4.20253859,132.3097,0.937,5.388999999999999,31.5,0.71,1136.0,394.08,8.8,5596.0,1.015
FALSE POSITIVE,0,1,1,0,0.535578808,131.80805,1.225,1.7973,194.0,33.97,2870.0,16161.27,38.3,6610.0,1.3130000000000002
FALSE POSITIVE,0,0,1,0,0.89486317,132.21767,0.65,2.657,172.0,1.19,1764.0,2296.25,16.1,5764.0,0.863
CANDIDATE,0,0,0,0,64.1862264,191.65639,0.968,8.485,507.0,8.0,839.0,116.97,18.6,6951.0,2.758
CANDIDATE,0,0,0,0,4.62602867,134.68092,0.7390000000000001,0.643,347.0,1.65,1012.0,247.34,14.7,5834.0,0.797
CANDIDATE,0,0,0,0,8.93484887,133.39108000000002,0.888,2.5789999999999997,136.0,1.83,1124.0,377.25,9.7,6688.0,1.347
FALSE POSITIVE,1,0,1,0,368.71479,318.8424,1.9265,16.46,1210.0,91.06,236.0,0.73,10.9,5716.0,0.872
CANDIDATE,0,0,0,0,4.93211932,132.4538,0.034,3.1439999999999997,50.5,1.02,1372.0,837.01,7.5,6422.0,1.421
CANDIDATE,0,0,0,0,4.85819429,135.14503,0.086,5.356,76.3,2.04,1685.0,1904.91,25.2,6109.0,2.326
FALSE POSITIVE,0,0,1,1,119.0192648,341.26197,0.79,8.1,1980.0,4.44,350.0,3.53,31.1,5754.0,0.905
CONFIRMED,0,0,0,0,8.40693068,133.42739,0.015,1.8659999999999999,167.0,1.95,1048.0,285.67,6.8,5365.0,1.5330000000000001
CANDIDATE,0,0,0,0,3.39904814,134.6684,0.596,2.9219999999999997,69.6,0.81,1191.0,477.15,8.1,5766.0,0.929
FALSE POSITIVE,0,1,1,1,0.974479091,132.37246000000002,0.22399999999999998,1.8659999999999999,221.0,1.19,1513.0,1239.32,25.3,5043.0,0.8190000000000001
FALSE POSITIVE,0,1,0,1,3.57017774,134.4442,0.094,4.473,79.6,57.36,6119.0,331478.01,8.9,3812.0,69.001
FALSE POSITIVE,0,0,1,0,1.10601182,131.83598999999998,0.532,2.577,52.9,0.77,1903.0,3093.39,15.5,6241.0,1.031
FALSE POSITIVE,0,1,1,1,6.873655305,132.4527832,0.08,3.5415,181.0,1.21,906.0,159.51,3.4,5668.0,0.912
CANDIDATE,0,0,0,0,0.626281766,131.90594,0.5529999999999999,1.1812,433.0,1.76,1711.0,2011.27,31.0,4922.0,0.823
CANDIDATE,0,0,0,0,1.183505016,131.75303,0.40299999999999997,1.275,117.0,0.8,1293.0,658.87,10.0,4832.0,0.746
CANDIDATE,0,0,0,0,2.790643481,133.1555,0.787,0.6871,202.0,0.99,816.0,104.74,20.2,4353.0,0.603
CONFIRMED,0,0,0,0,0.971915957,132.16504,0.5920000000000001,1.6023,73.7,0.79,1609.0,1591.27,16.7,5196.0,0.889
CONFIRMED,0,0,0,0,3.03196812,133.98825,0.287,1.723,81.5,0.9,1269.0,614.2,15.8,5755.0,0.993
FALSE POSITIVE,0,0,1,0,1.2940561000000002,131.861,0.39399999999999996,0.97,51.2,5.27,4465.0,93976.84,6.4,6635.0,7.146
FALSE POSITIVE,1,0,0,0,0.53936593,131.97457,0.988,5.434,145.0,9.19,5016.0,149399.93,57.6,6341.0,5.3020000000000005
CANDIDATE,0,0,0,0,15.9042402,131.50051000000002,0.8759999999999999,2.093,445.0,3.79,863.0,131.11,13.3,5583.0,1.53
FALSE POSITIVE,1,0,1,0,0.7351464129999999,131.49953,1.192,5.053,275.0,168.34,5366.0,195250.9,78.0,6611.0,7.435
FALSE POSITIVE,0,0,1,0,0.827351796,131.92381,0.544,2.1885,44.7,0.9,2208.0,5583.73,30.6,5609.0,1.31
CANDIDATE,0,0,0,0,4.16288745,131.67875,0.4265,0.6779999999999999,392.0,1.32,763.0,80.23,12.0,4478.0,0.6509999999999999
FALSE POSITIVE,1,0,0,1,0.618952198,131.59043400000002,1.2819999999999998,2.8244,8320.0,4.96,497.0,14.29,259.3,2661.0,0.11599999999999999
FALSE POSITIVE,1,0,0,0,1.31723412,132.13735,1.07,7.284,423.0,125.56,5471.0,211468.1,78.4,6740.0,12.08
FALSE POSITIVE,0,0,1,0,4.44902309,131.75425,0.034,1.3730000000000002,88.9,0.55,699.0,56.19,10.4,4353.0,0.603
CANDIDATE,0,0,0,0,1.121733366,131.56919,0.46399999999999997,1.032,84.3,2.39,2384.0,7641.15,13.6,5023.0,2.571
CANDIDATE,0,0,0,0,4.95060632,132.80913999999999,0.45799999999999996,1.719,310.0,1.28,885.0,145.23,17.4,5431.0,0.7170000000000001
FALSE POSITIVE,1,0,0,0,379.08202,287.504,1.181,33.87,1610.0,23.99,253.0,0.97,23.2,5982.0,0.96
FALSE POSITIVE,1,0,0,0,366.31509,312.1401,0.4314,12.41,336.0,2.87,353.0,3.65,13.0,6705.0,1.524
FALSE POSITIVE,1,0,1,0,0.536544193,132.03218999999999,0.267,2.918,160.0,0.9,1745.0,2199.75,25.3,5041.0,0.728
CONFIRMED,0,0,1,0,1.005205893,132.45541,0.13699999999999998,1.63,97.5,0.85,1682.0,1893.23,15.0,5718.0,0.863
FALSE POSITIVE,0,1,1,1,43.796785,158.9316,1.187,18.84,256.0,20.79,542.0,20.4,21.2,6109.0,0.941
FALSE POSITIVE,0,1,1,1,0.952371227,132.34095,1.2,3.926,353.0,21.96,1870.0,2885.01,42.6,6086.0,0.9209999999999999
FALSE POSITIVE,0,0,1,1,1.089088292,132.0149343,0.29100000000000004,1.8599,142.0,1.28,1914.0,3167.63,1.8,6194.0,1.069
FALSE POSITIVE,1,0,0,0,7.7553808,134.5191,1.235,22.320999999999998,840.0,22.2,822.0,107.76,55.9,5607.0,0.7659999999999999
FALSE POSITIVE,0,1,1,1,0.7309494870000001,132.22503,0.86,2.367,87.3,1.27,2311.0,6730.38,15.8,6238.0,1.1909999999999998
CONFIRMED,0,0,0,0,3.95116635,134.22411,0.374,2.5660000000000003,60.9,0.83,1160.0,427.07,20.4,5574.0,1.065
CONFIRMED,0,0,0,0,2.89223998,132.86231999999998,0.017,2.521,44.3,0.7,1287.0,647.55,17.3,5574.0,1.065
FALSE POSITIVE,1,0,1,0,0.9915528220000001,131.90235,1.158,1.135,607.0,37.93,2558.0,10148.8,17.3,5908.0,1.8619999999999999
FALSE POSITIVE,0,0,1,1,1.89124187,132.7082,0.198,4.415,106.0,0.93,1312.0,698.9,20.8,5285.0,0.927
CONFIRMED,0,0,0,0,184.77271000000002,217.3573,0.04,9.568,951.0,2.41,268.0,1.21,21.0,5273.0,0.8009999999999999
FALSE POSITIVE,1,0,0,0,392.49728,203.1308,0.1658,10.53,1060.0,2.82,232.0,0.68,14.5,5737.0,0.872
FALSE POSITIVE,1,0,1,0,363.41165,404.2733,0.3923,14.79,962.0,3.14,263.0,1.12,17.4,6025.0,0.9990000000000001
CANDIDATE,0,0,0,0,59.284064,148.75406999999998,0.556,5.42,424.0,1.81,401.0,6.14,13.1,5225.0,0.8590000000000001
CONFIRMED,1,0,0,0,6.96704926,138.24776,0.9059999999999999,3.73,214.0,6.14,1774.0,2341.58,18.6,6303.0,3.53
FALSE POSITIVE,0,1,1,0,8.810972099999999,136.4718,1.227,4.822,24000.0,47.94,881.0,142.58,26.0,5780.0,1.0
CONFIRMED,0,0,0,0,168.81133,211.43982000000003,0.083,6.582000000000001,614.0,1.69,241.0,0.8,15.3,4798.0,0.7070000000000001
CONFIRMED,0,0,0,0,67.96865600000001,163.55972,0.317,7.9479999999999995,322.0,1.71,443.0,9.09,27.3,5670.0,0.95
CANDIDATE,0,0,0,0,215.956008,271.3671,0.9590000000000001,10.425,393.0,3.36,361.0,4.03,23.3,6163.0,1.3130000000000002
FALSE POSITIVE,0,0,1,0,2.15681538,133.27151,0.615,5.115,107.0,1.06,1473.0,1114.9,22.6,6084.0,0.983
FALSE POSITIVE,1,0,1,0,0.7085630909999999,132.10298,1.196,6.347,415.0,15.38,1587.0,1501.41,90.8,5271.0,0.648
CANDIDATE,0,0,0,0,2.00870696,131.51,0.19399999999999998,4.87,53.5,0.55,1232.0,542.87,12.2,5341.0,0.759
FALSE POSITIVE,1,0,1,0,366.24282,307.2714,0.235,15.76,734.0,2.4,237.0,0.75,18.2,5713.0,0.893
FALSE POSITIVE,0,1,1,1,1.33256418,132.0473,0.5589999999999999,4.7010000000000005,162.0,0.81,1262.0,602.26,20.7,5157.0,0.62
CANDIDATE,0,0,0,0,0.655939788,132.09996999999998,0.301,1.318,73.0,1.48,2411.0,7986.43,18.7,4968.0,1.755
FALSE POSITIVE,1,0,1,1,12.4258833,141.5008,0.982,24.83,93.6,2.19,1006.0,242.04,34.4,5611.0,1.632
FALSE POSITIVE,0,0,1,0,1.3878381340000001,132.11351000000002,0.38,2.252,137.0,1.24,1783.0,2378.53,20.4,6273.0,1.044
FALSE POSITIVE,0,1,1,0,0.678349364,132.16318,1.187,3.092,486.0,19.06,1844.0,2737.73,12.0,5569.0,0.8290000000000001
FALSE POSITIVE,0,1,1,1,1.022028468,132.3717,1.247,8.866,1340.0,26.91,1649.0,1755.39,184.5,5445.0,0.855
FALSE POSITIVE,1,0,0,0,0.72359699,131.57754,0.608,1.3259999999999998,496.0,6.73,4699.0,114645.28,14.8,8855.0,2.858
FALSE POSITIVE,0,1,0,0,1.6156052,131.4952,1.149,14.55,1580.0,34.69,2202.0,5539.33,253.1,6770.0,1.6230000000000002
FALSE POSITIVE,0,0,1,1,1.8913182000000002,132.66252,0.439,4.374,202.0,0.9,983.0,221.36,17.6,4476.0,0.633
FALSE POSITIVE,0,0,1,0,2.43585046,132.89661,0.47100000000000003,2.088,60.5,2.6,2544.0,9880.82,14.9,6501.0,3.247
FALSE POSITIVE,0,0,0,1,1.33255441,132.05268999999998,0.649,3.8280000000000003,107.0,1.12,1743.0,2180.2,15.1,6099.0,1.028
FALSE POSITIVE,1,0,0,1,359.1015,415.3142,0.317,11.460999999999999,497.0,2.37,285.0,1.56,12.9,6373.0,1.047
FALSE POSITIVE,0,1,0,0,0.941840589,131.80463999999998,1.198,5.06,388.0,27.05,2200.0,5547.35,23.0,6419.0,1.1420000000000001
FALSE POSITIVE,0,1,0,1,1.7285218919999998,131.81736,0.7190000000000001,3.361,92.2,1.19,1678.0,1869.82,30.2,5872.0,1.157
FALSE POSITIVE,0,0,1,1,1.89125855,132.6891,0.677,5.415,67.9,0.81,1671.0,1839.74,24.8,6569.0,0.927
FALSE POSITIVE,0,1,1,1,8.65312868,136.65308000000002,1.185,3.3760000000000003,509.0,20.38,857.0,127.5,22.6,5880.0,0.893
CONFIRMED,0,0,0,0,30.089945899999996,149.06413,0.907,6.654,243.0,2.25,660.0,44.79,16.6,6056.0,1.209
CANDIDATE,0,1,0,0,1.39862757,132.65615,0.617,9.625,45.5,2.39,3562.0,38048.23,59.6,7872.0,3.367
CONFIRMED,0,0,0,0,9.91937693,136.87361,0.163,4.3260000000000005,187.0,1.32,838.0,116.43,18.8,5688.0,0.971
FALSE POSITIVE,0,0,0,1,0.9185102509999999,131.82791,0.622,2.5869999999999997,52.6,1.77,2795.0,14485.22,20.3,5837.0,2.338
CONFIRMED,0,0,0,0,9.47850818,140.16526000000002,0.11199999999999999,6.154,185.0,1.47,946.0,189.14,26.7,6249.0,1.0759999999999998
CANDIDATE,0,0,0,0,0.7832583870000001,131.74358,0.2514,2.2926,329.0,1.28,1559.0,1395.69,28.5,5067.0,0.715
CONFIRMED,0,0,0,0,4.24263096,135.0304,0.201,2.582,188.0,1.1,926.0,174.24,15.9,5072.0,0.825
FALSE POSITIVE,1,0,0,1,1.2313632140000002,131.80615,0.9690000000000001,5.8101,4770.0,10.75,1699.0,1973.12,112.7,5780.0,1.0
FALSE POSITIVE,0,0,1,1,0.755101928,131.81198999999998,0.46399999999999997,3.0439999999999996,120.0,0.91,1763.0,2287.46,18.1,5465.0,0.8190000000000001
FALSE POSITIVE,0,0,0,1,4.56447463,133.0783,0.508,6.415,208.0,1.13,902.0,156.74,42.6,5270.0,0.77
FALSE POSITIVE,0,1,1,0,1.027904857,132.444316,1.261,1.6381,2380.0,30.48,1653.0,1769.2,117.8,5432.0,0.872
FALSE POSITIVE,1,0,0,0,367.95566,236.4537,0.9570000000000001,21.877,1410.0,3.62,183.0,0.27,13.7,4723.0,0.696
CONFIRMED,0,0,0,0,163.692336,238.76817000000003,0.027999999999999997,6.853,1140.0,2.75,274.0,1.34,21.0,4999.0,0.843
FALSE POSITIVE,1,0,1,0,1.106529843,132.30528,0.9740000000000001,6.257999999999999,320.0,1.91,1649.0,1746.73,69.2,5932.0,0.7979999999999999
FALSE POSITIVE,1,0,0,0,111.741576,166.3408,0.057,3.83,239.0,6.88,676.0,49.4,9.9,5267.0,4.525
CANDIDATE,0,0,0,0,110.46174599999999,147.5465,0.036000000000000004,12.46,331.0,1.93,420.0,7.34,15.8,6321.0,1.058
CONFIRMED,0,0,0,0,198.088873,319.73002,0.633,7.955,1030.0,3.24,288.0,1.63,18.0,5275.0,0.9690000000000001
FALSE POSITIVE,0,1,1,1,1.08193721,131.5344,0.168,4.788,115.0,0.77,1385.0,870.17,14.4,4965.0,0.736
CANDIDATE,0,0,0,0,44.6226725,137.942,0.9309999999999999,12.974,132.0,1.73,613.0,33.39,20.6,6198.0,1.239
CANDIDATE,0,0,0,0,2.43142974,133.83385,0.2234,2.713,147.0,1.17,1378.0,852.0,10.7,5750.0,0.965
CANDIDATE,0,0,0,0,1.41975831,132.92,0.644,1.429,60.9,0.85,1700.0,1968.38,8.1,5925.0,1.035
CANDIDATE,0,0,0,0,169.135056,201.8055,0.754,8.931000000000001,641.0,2.21,273.0,1.31,24.5,5171.0,0.8009999999999999
FALSE POSITIVE,0,1,1,1,0.73095491,132.2174,0.415,2.206,29.6,0.88,2711.0,12770.31,7.5,6454.0,1.587
CANDIDATE,0,0,0,0,3.951383138,132.06462,1.217,1.0582,406.0,23.51,1083.0,324.78,23.9,5570.0,0.899
CONFIRMED,0,0,0,0,6.84978728,134.66167,0.9540000000000001,4.919,139.0,1.83,1081.0,322.19,17.0,6056.0,1.209
CANDIDATE,0,0,0,0,80.76989300000001,188.5556,0.158,4.2,129.0,1.87,475.0,12.07,6.7,4965.0,1.7080000000000002
FALSE POSITIVE,1,0,1,0,1.1113624420000001,132.30056000000002,0.715,6.24,134.0,2.86,2820.0,14894.75,36.8,6486.0,2.3080000000000003
CONFIRMED,0,0,0,0,28.906052600000002,158.82431,0.863,3.0989999999999998,99.0,0.79,414.0,6.94,13.3,4657.0,0.67
CONFIRMED,0,0,0,0,8.10503551,135.88388999999998,0.353,4.459,210.0,1.45,959.0,199.74,16.5,6201.0,0.9890000000000001
CONFIRMED,0,0,0,0,8.82715783,139.73416,0.249,2.019,369.0,1.67,797.0,95.25,11.1,5550.0,0.878
FALSE POSITIVE,0,0,1,0,143.196381,227.3054,1.0170000000000001,10.424000000000001,618.0,6.64,380.0,4.95,17.4,6007.0,1.06
FALSE POSITIVE,0,0,1,0,9.089151782,132.05652479999998,0.043,3.1886,110.0,4.35,1848.0,2754.19,7.1,6729.0,4.099
FALSE POSITIVE,0,0,0,1,1.87886973,133.07603999999998,0.657,3.8760000000000003,182.0,1.04,1236.0,553.59,23.9,5448.0,0.7340000000000001
FALSE POSITIVE,0,0,1,1,0.9791616759999999,132.21831,0.634,2.9419999999999997,160.0,1.03,1548.0,1357.43,20.2,5390.0,0.78
CANDIDATE,0,0,0,0,225.26212999999998,224.9887,0.349,14.459000000000001,389.0,2.36,329.0,2.77,24.6,5799.0,1.1909999999999998
FALSE POSITIVE,0,1,1,0,0.855922327,131.64426,0.009000000000000001,1.514,131.0,0.87,1658.0,1782.11,21.1,5437.0,0.759
FALSE POSITIVE,0,0,1,1,25.9528725,154.8736,0.741,12.434000000000001,164.0,1.53,697.0,55.82,16.9,6370.0,1.1059999999999999
CANDIDATE,0,0,0,0,2.31482311,133.04856999999998,0.067,2.127,58.6,0.69,1237.0,554.4,14.2,5240.0,0.9229999999999999
FALSE POSITIVE,0,1,1,1,0.952374508,132.33436,0.013000000000000001,3.0060000000000002,205.0,1.13,1435.0,1006.13,33.0,4754.0,0.821
FALSE POSITIVE,1,0,0,0,0.936751792,132.2026,0.991,5.6579999999999995,26.4,2.07,3814.0,50168.18,23.0,7843.0,2.909
FALSE POSITIVE,1,0,0,0,393.34331000000003,264.7706,0.2607,9.481,1750.0,2.27,140.0,0.09,21.2,3994.0,0.5539999999999999
FALSE POSITIVE,0,0,1,0,0.621361411,131.67283,0.017,1.0628,45.0,1.12,2913.0,17004.65,24.6,6234.0,1.66
CANDIDATE,0,0,0,0,10.778313,136.6142,0.591,5.256,90.7,1.25,1067.0,306.18,12.5,6726.0,1.258
FALSE POSITIVE,0,0,1,0,0.594310785,131.7595,0.161,0.9994,113.0,0.91,2068.0,4338.76,15.7,5931.0,0.845
CANDIDATE,0,0,0,0,27.210680699999998,132.3793,0.973,10.515,99.4,1.73,725.0,65.27,16.9,5973.0,1.305
FALSE POSITIVE,1,0,0,0,4.31978105,134.1491,0.7702,7.204,65.8,3.87,2111.0,4693.13,23.5,5519.0,4.368
CANDIDATE,0,0,0,0,4.32710895,133.40886,1.158,1.3869999999999998,109.0,26.6,1397.0,900.23,12.9,5776.0,1.455
CANDIDATE,0,0,0,0,14.265154500000001,143.22024,0.353,3.6010000000000004,66.3,1.06,853.0,125.45,13.9,5825.0,1.291
CANDIDATE,0,0,0,0,5.04404366,136.00785,0.08,1.682,237.0,1.47,1078.0,318.92,11.6,6039.0,0.951
CONFIRMED,0,0,0,0,11.17931581,131.64123,0.381,3.103,90.6,1.81,1159.0,426.61,12.0,6292.0,1.8730000000000002
FALSE POSITIVE,0,0,1,0,1.284991846,132.74087,0.485,2.274,29.1,1.17,2491.0,9065.72,15.3,6060.0,2.106
CANDIDATE,0,0,0,0,1.166960319,131.64332,0.033,1.6823,97.8,0.88,1596.0,1534.29,17.9,5632.0,0.904
FALSE POSITIVE,1,0,1,0,324.18028,445.8295,0.733,18.15,87.9,2.2,382.0,5.01,10.9,5792.0,2.1830000000000003
FALSE POSITIVE,0,1,1,1,0.5309593570000001,131.73991,0.348,2.417,84.4,0.69,1852.0,2764.64,22.0,5325.0,0.75
CANDIDATE,0,0,0,0,0.701944362,132.00161,0.07,0.6409999999999999,211.0,0.8,1227.0,535.78,17.1,4236.0,0.539
CANDIDATE,0,0,0,0,3.05772668,133.06691999999998,0.006999999999999999,1.819,311.0,1.23,878.0,141.1,13.7,4483.0,0.731
CANDIDATE,0,0,0,0,9.9092109,133.092,0.755,2.552,942.0,2.35,693.0,54.54,6.4,5396.0,0.7020000000000001
FALSE POSITIVE,0,1,1,0,0.996864568,132.09898,0.644,1.0979999999999999,86.7,0.77,1588.0,1505.33,21.4,5418.0,0.782
FALSE POSITIVE,0,0,1,0,0.673684895,131.61938,0.547,1.161,51.1,0.7,2001.0,3803.56,7.0,5645.0,0.951
CONFIRMED,0,0,0,0,56.644452,138.762,0.579,16.551,105.0,2.44,733.0,68.37,21.8,6237.0,2.295
FALSE POSITIVE,0,0,1,1,1.7103198119999998,131.60513,0.5589999999999999,2.983,43.6,0.56,1426.0,978.84,19.1,5774.0,0.825
FALSE POSITIVE,1,0,1,0,5.62978034,136.8349,0.08,5.847,379.0,1.61,899.0,154.59,19.1,5497.0,0.8390000000000001
FALSE POSITIVE,0,1,0,0,1.050852976,132.13823200000002,1.111,1.6788,41700.0,45.89,1791.0,2423.97,143.0,5780.0,1.0
CANDIDATE,0,0,0,0,6.39269778,135.6101,0.011000000000000001,2.138,174.0,1.21,890.0,148.31,11.3,5248.0,0.943
FALSE POSITIVE,0,0,1,1,1.540398683,131.99063,0.47,1.5676,73.0,12.65,4689.0,114263.25,4.8,4971.0,14.677999999999999
CONFIRMED,0,0,0,0,3.0570982000000004,134.50122,0.10400000000000001,3.571,144.0,0.99,1202.0,493.09,15.7,6021.0,0.8190000000000001
FALSE POSITIVE,1,0,0,0,365.25921,236.672,0.0035,13.74,529.0,2.39,268.0,1.23,12.8,5993.0,1.042
CANDIDATE,0,0,0,0,7.87845756,138.58643999999998,0.562,3.912,44.1,0.78,989.0,226.11,10.5,5767.0,1.135
FALSE POSITIVE,1,0,0,0,372.72688,175.6195,0.9082,12.751,332.0,3.52,326.0,2.67,17.0,6148.0,1.615
FALSE POSITIVE,0,0,1,0,9.9398272,140.83345490000002,1.973,4.1198,479.0,101.71,819.0,106.5,4.3,5798.0,0.941
FALSE POSITIVE,1,0,0,1,0.866346,131.6286,0.409,2.011,116.0,1.24,2165.0,5186.18,13.9,6241.0,1.131
FALSE POSITIVE,0,1,1,1,0.8851296790000001,131.88273999999998,0.6509999999999999,3.156,177.0,1.21,1780.0,2373.06,21.2,5792.0,0.8640000000000001
FALSE POSITIVE,1,0,0,0,56.898749,160.0479,0.4491,3.522,514.0,6.33,1107.0,355.22,6.2,9189.0,2.6919999999999997
