koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_srad
CONFIRMED,0,0,0,0,4.6035752930000005,171.840124,0.24600000000000002,2.3499,440.0,1.51,810.0,101.65,79.7,4783.0,0.741
CONFIRMED,0,0,0,0,24.30784323,178.36629,0.425,2.6054,677.0,2.14,532.0,18.87,35.6,5313.0,0.82
CONFIRMED,0,0,0,0,19.67409703,176.27119,0.914,3.7535,205.0,1.78,711.0,60.37,39.0,6023.0,1.031
CONFIRMED,0,0,0,0,3.487688776,170.93221699999998,0.026000000000000002,3.83661,1300.0,5.64,1445.0,1033.07,350.6,5576.0,1.5930000000000002
CONFIRMED,0,0,0,0,81.737872,211.678818,0.02,6.6923,629.0,2.16,385.0,5.2,135.4,5559.0,0.873
CANDIDATE,0,0,0,0,75.1122132,207.713987,0.838,4.9458,3750.0,23.23,777.0,86.18,384.0,6201.0,3.3539999999999996
CANDIDATE,0,0,0,0,31.57865122,177.20623700000002,0.04,2.12791,2130.0,4.52,570.0,24.94,324.3,5733.0,0.99
FALSE POSITIVE,0,1,0,0,110.3216727,197.365128,0.715,13.3624,7300.0,18.6,761.0,79.11,2217.1,9244.0,2.025
CONFIRMED,0,0,0,0,5.88527364,174.42553999999998,0.622,1.9531,113.0,1.59,1253.0,583.47,27.4,6070.0,1.431
FALSE POSITIVE,0,0,1,0,1.086486129,131.96598,0.524,0.8383,66.0,1.69,2539.0,9816.28,20.2,5911.0,2.0
CANDIDATE,0,0,0,0,3.76562031,131.75562,1.193,1.288,233.0,19.39,1084.0,326.2,14.6,5743.0,0.853
CONFIRMED,0,0,0,0,3.61460332,133.09123,0.026000000000000002,3.227,43.9,0.9,1397.0,900.38,15.4,5799.0,1.375
CONFIRMED,0,0,0,0,8.45744892,139.06689,0.494,3.2893,77.4,1.02,982.0,220.05,31.0,5903.0,1.137
CANDIDATE,0,0,0,0,2.46288834,132.80114,0.256,1.724,47.4,0.67,1391.0,883.43,11.9,5893.0,0.9670000000000001
CANDIDATE,0,0,0,0,3.82223397,132.14965,0.725,1.9240000000000002,363.0,1.05,601.0,30.84,15.9,3729.0,0.514
CANDIDATE,0,0,0,0,17.067644,145.56929,0.106,6.026,262.0,1.62,769.0,82.56,13.5,6347.0,0.996
FALSE POSITIVE,0,0,1,0,5.78542702,137.09181,0.163,2.271,256.0,1.91,1212.0,510.79,15.4,6555.0,1.178
CONFIRMED,0,0,0,0,29.6099055,137.3316,0.9840000000000001,7.433,120.0,1.74,629.0,37.12,14.3,5812.0,1.122
CANDIDATE,0,0,0,0,3.42390809,132.88326,0.213,1.7730000000000001,153.0,1.25,1212.0,508.75,13.1,5788.0,1.015
CONFIRMED,0,0,0,0,5.21104597,131.53797,0.833,3.3447,103.0,1.18,1107.0,354.82,36.9,6023.0,1.031
CANDIDATE,0,0,0,0,35.5969684,187.52765,0.895,6.691,685.0,3.72,646.0,41.06,52.5,6212.0,1.209
FALSE POSITIVE,0,0,1,0,1.633107509,170.19648999999998,0.35,1.4909999999999999,60.8,0.53,1083.0,324.97,21.7,4579.0,0.684
FALSE POSITIVE,0,0,0,1,66.15449579999999,175.64641,0.8526,6.945,1970.0,3.33,315.0,2.33,42.7,4679.0,0.643
CONFIRMED,0,0,0,0,11.57890926,175.58603,0.359,2.7207,243.0,2.06,951.0,193.48,54.8,6156.0,1.3030000000000002
CONFIRMED,0,0,0,0,10.10463142,135.55718000000002,0.5710000000000001,2.369,115.0,1.59,1046.0,283.38,24.1,6070.0,1.431
CONFIRMED,0,0,0,0,42.88247951,203.6483,0.391,9.7471,409.0,3.61,709.0,59.6,112.2,6143.0,1.7630000000000001
CONFIRMED,0,0,0,0,9.43414171,177.84346000000002,0.5379999999999999,2.8112,3980.0,5.73,791.0,92.39,40.2,5578.0,0.8859999999999999
CONFIRMED,0,0,0,0,22.95062278,151.53259,0.748,4.4814,130.0,2.17,873.0,137.23,32.9,6143.0,1.7630000000000001
FALSE POSITIVE,1,0,0,0,498.39128200000005,244.08166,0.9590000000000001,6.135,1590.0,17.14,339.0,3.11,49.7,5134.0,3.1069999999999998
CONFIRMED,1,0,0,0,125.6291479,253.35079,0.47100000000000003,9.107999999999999,7840.0,10.02,388.0,5.35,150.4,5819.0,1.111
FALSE POSITIVE,0,0,1,0,45.1178526,156.99133,0.97,3.737,389.0,2.78,517.0,16.87,17.3,5585.0,1.038
CANDIDATE,0,0,0,0,4.17939037,133.84818,0.317,2.647,173.0,1.52,1194.0,478.98,16.1,5633.0,1.162
CANDIDATE,0,0,0,0,10.919265300000001,134.26789,0.434,4.572,91.1,1.9,1107.0,355.29,15.0,5745.0,1.972
FALSE POSITIVE,0,0,1,0,0.803835923,131.80207,0.447,1.3969999999999998,52.6,0.78,2129.0,4863.18,12.4,6242.0,1.047
CANDIDATE,0,0,0,0,2.76263737,132.99573999999998,0.46,1.821,185.0,1.25,1231.0,544.05,14.1,5772.0,0.9009999999999999
CONFIRMED,0,0,0,0,11.9216035,137.47581,0.929,5.0089999999999995,43.2,0.87,851.0,123.89,15.1,6006.0,1.082
CONFIRMED,0,0,0,0,6.80257947,138.0478,0.889,4.6080000000000005,32.7,0.73,1026.0,262.26,14.7,6006.0,1.082
CONFIRMED,0,0,0,0,8.70312154,140.15531000000001,0.8859999999999999,4.8069999999999995,32.0,0.72,945.0,188.7,13.0,6006.0,1.082
FALSE POSITIVE,0,0,1,1,1.332557603,132.05691000000002,1.1740000000000002,6.042999999999999,225.0,19.88,1703.0,1983.27,28.1,6091.0,0.9670000000000001
FALSE POSITIVE,0,1,1,1,11.32029599,177.08388,0.914,4.5866,4300.0,8.02,811.0,102.12,85.0,5780.0,1.0
CONFIRMED,0,0,0,0,26.723169,147.93696,0.035,8.501,195.0,2.31,781.0,88.1,67.5,5862.0,1.67
CONFIRMED,0,0,0,0,16.39926461,131.96806,0.115,3.4108,221.0,1.94,847.0,121.53,46.4,6156.0,1.3030000000000002
CONFIRMED,0,0,0,0,18.73577127,177.63437199999998,0.785,3.0356,567.0,2.1,568.0,24.66,81.8,5188.0,0.795
CONFIRMED,0,0,0,0,8.43639829,179.88703999999998,0.51,3.2451,346.0,1.5,742.0,71.51,76.8,5188.0,0.795
CONFIRMED,0,0,0,0,13.78109471,177.852785,0.545,2.3188,756.0,1.42,402.0,6.17,112.8,3846.0,0.503
CONFIRMED,0,0,0,0,23.08902241,171.007634,0.32,1.7012,598.0,1.24,338.0,3.1,57.4,3846.0,0.503
CONFIRMED,0,0,0,0,6.02977241,132.48162,0.379,3.9610000000000003,54.6,1.18,1204.0,496.46,11.5,5576.0,1.5930000000000002
CANDIDATE,0,0,0,0,135.1879934,190.93292,0.023,8.8191,663.0,2.32,345.0,3.33,85.8,5731.0,0.9059999999999999
CONFIRMED,0,0,0,0,172.70460830000002,236.92574,0.004,11.347000000000001,659.0,2.85,355.0,3.77,92.9,5851.0,1.1159999999999999
CANDIDATE,0,0,0,0,988.8811177000001,239.22418900000002,0.1667,5.9504,5060.0,10.81,223.0,0.58,136.4,5755.0,1.5490000000000002
FALSE POSITIVE,0,1,1,1,44.14599042,211.531127,1.902,3.4015,4470.0,121.48,624.0,35.87,99.6,6692.0,1.1520000000000001
FALSE POSITIVE,0,1,1,0,1.411627439,178.263426,0.853,1.0814,515.0,2.99,1966.0,3523.63,53.1,6692.0,1.1520000000000001
CONFIRMED,1,0,0,0,19.27082584,182.5436,0.16899999999999998,4.1281,6660.0,7.74,661.0,45.05,577.1,5779.0,0.956
CANDIDATE,0,0,0,0,5.05368985,135.11296000000002,0.53,2.5140000000000002,172.0,1.21,1007.0,243.06,11.5,5772.0,0.9009999999999999
CONFIRMED,0,0,0,0,13.182932899999999,141.82648,0.016,3.594,518.0,1.84,661.0,45.19,13.8,5382.0,0.8270000000000001
CONFIRMED,0,0,0,0,3.51575492,134.29973999999999,0.061,1.381,237.0,1.35,1033.0,269.57,15.2,5094.0,0.9009999999999999
CONFIRMED,0,0,0,0,87.51777870000001,201.15451000000002,0.983,2.55,137.0,1.85,451.0,9.76,12.2,5903.0,1.137
FALSE POSITIVE,0,0,1,0,14.0498182,140.50396,0.569,2.907,472.0,1.45,480.0,12.56,14.5,4228.0,0.652
CONFIRMED,0,0,0,0,14.2563272,133.40971000000002,0.894,4.796,206.0,1.73,797.0,95.22,14.3,6140.0,1.0270000000000001
CANDIDATE,0,0,0,0,4.21223579,132.9291,0.97,7.898,116.0,1.04,887.0,146.4,12.8,5116.0,0.7
FALSE POSITIVE,1,0,0,1,8.589561999999999,132.0335,1.138,9.885,245.0,15.95,891.0,148.61,14.0,5766.0,0.945
CONFIRMED,0,0,0,0,10.31282204,133.53528,0.061,2.0138,138.0,0.59,443.0,9.07,22.0,3846.0,0.503
CANDIDATE,0,0,0,0,35.58349688,189.03562,0.001,3.9885,938.0,2.03,408.0,6.54,90.8,4894.0,0.684
CONFIRMED,0,0,0,0,15.77111067,184.90347,0.009000000000000001,5.0574,547.0,2.62,752.0,75.61,123.2,5620.0,1.143
CONFIRMED,0,0,0,0,157.0659976,481.26942,0.004,8.1289,551.0,2.63,350.0,3.53,50.9,5620.0,1.143
CANDIDATE,0,0,0,0,7.305706326,131.77905,0.826,1.4228,265.0,2.11,972.0,210.72,43.6,5620.0,1.143
CONFIRMED,0,0,0,0,38.90787517,175.425847,0.6883,4.5271,6160.0,7.98,523.0,17.66,366.1,5779.0,0.956
CANDIDATE,0,1,0,0,1.9510822190000001,157.54316,0.925,1.6975,1150.0,10.35,2005.0,3822.26,30.1,5302.0,2.426
CONFIRMED,0,0,0,0,1.59295975,182.08924,0.0779,1.9313,248.0,1.48,1517.0,1251.43,48.9,5779.0,0.956
FALSE POSITIVE,0,1,1,1,4.94402197,173.75191999999998,1.157,4.062,363.0,32.92,1419.0,958.29,33.0,6013.0,1.7
FALSE POSITIVE,0,0,1,0,6.71725648,170.99733,0.163,2.5207,273.0,2.78,1264.0,603.71,49.1,6078.0,1.683
CANDIDATE,0,0,0,0,23.1375919,152.17335,0.429,3.35,114.0,1.83,837.0,115.86,12.9,6078.0,1.683
CANDIDATE,0,0,0,0,6.07032548,135.30933000000002,0.45399999999999996,1.341,312.0,1.36,789.0,91.45,11.9,5076.0,0.763
FALSE POSITIVE,0,0,0,1,1.33256952,132.03835,0.46299999999999997,2.915,164.0,1.06,1461.0,1076.99,16.5,5547.0,0.82
CANDIDATE,0,0,0,0,18.976328600000002,134.83396000000002,0.922,2.379,330.0,2.24,638.0,39.11,11.0,5300.0,0.986
CANDIDATE,0,0,0,0,6.34724702,133.00398,0.7390000000000001,3.097,160.0,1.35,919.0,168.14,11.1,5300.0,0.986
FALSE POSITIVE,0,0,1,0,7.19552624,136.03008,0.593,4.095,215.0,1.67,1037.0,273.05,15.6,6242.0,1.093
CANDIDATE,0,0,0,0,7.36272124,136.86143,0.253,1.3287,429.0,1.86,901.0,155.72,17.8,5868.0,0.894
CONFIRMED,0,0,0,0,10.676159199999999,140.59136,0.40299999999999997,4.593999999999999,151.0,1.79,1049.0,285.79,14.1,6460.0,1.4340000000000002
CONFIRMED,0,0,0,0,4.48494315,135.01836,0.3,2.752,135.0,1.23,1199.0,488.22,12.4,6217.0,1.051
CANDIDATE,0,0,0,0,4.32848303,132.5128,0.36700000000000005,2.955,35.5,0.66,1199.0,488.23,11.4,5874.0,1.0959999999999999
CONFIRMED,0,0,0,0,22.20809549,206.35965,0.017,7.3327,463.0,3.02,803.0,98.36,92.7,6336.0,1.403
CONFIRMED,0,0,0,0,38.5833679,174.84868,0.905,12.390999999999998,1390.0,8.56,761.0,79.08,46.1,6273.0,1.9269999999999998
CANDIDATE,0,0,0,0,46.15119482,176.626026,0.904,6.3427,1820.0,10.02,703.0,57.8,286.0,5877.0,1.963
CANDIDATE,0,0,0,0,5.32737192,133.27114,0.3554,2.226,108.0,0.7,782.0,88.33,6.8,4905.0,0.679
FALSE POSITIVE,1,0,1,0,4.79179893,173.51679,1.209,2.9283,124.0,26.26,1249.0,575.43,46.3,6499.0,1.103
CONFIRMED,0,0,0,0,2.426304127,170.455517,0.6940000000000001,2.6624,185.0,1.41,1302.0,679.12,97.0,5678.0,0.97
CANDIDATE,0,0,0,0,4.780327581,132.974086,0.9520000000000001,2.0253,961.0,7.14,1441.0,1020.05,380.8,5937.0,1.787
FALSE POSITIVE,0,1,1,0,3.741231778,171.70626000000001,0.25,2.469,419.0,1.55,951.0,193.55,66.6,5206.0,0.767
FALSE POSITIVE,0,1,1,0,1.168310132,170.604205,0.107,1.31,283.0,1.43,1577.0,1469.16,64.7,5509.0,0.857
FALSE POSITIVE,0,1,1,1,25.9525478,174.84275,1.228,21.328000000000003,478.0,74.69,865.0,132.4,57.0,5211.0,2.721
CONFIRMED,0,0,0,0,33.416055300000004,171.33696,0.9470000000000001,8.605,276.0,2.98,689.0,53.18,29.3,6007.0,1.42
CONFIRMED,0,0,0,0,12.6119685,138.1189,0.7090000000000001,6.372000000000001,76.5,1.33,953.0,194.9,12.2,6007.0,1.42
CANDIDATE,0,0,0,0,7.64809462,137.21737,0.265,2.2159999999999997,196.0,1.19,840.0,117.65,12.2,5641.0,0.85
CONFIRMED,0,0,0,0,0.636424848,131.68872,0.319,0.9470000000000001,218.0,1.31,1846.0,2754.93,18.1,5343.0,0.885
FALSE POSITIVE,0,1,0,0,8.55935323,137.22853999999998,0.7440000000000001,4.303,149.0,1.21,921.0,169.77,20.4,6115.0,0.919
CANDIDATE,0,0,0,0,31.0209175,138.01478999999998,0.8809999999999999,2.012,860.0,1.66,291.0,1.7,15.1,3720.0,0.48
CANDIDATE,0,0,0,0,2.118893997,132.8042,0.019,0.8220000000000001,311.0,1.41,1230.0,541.53,11.3,5504.0,0.7959999999999999
CONFIRMED,0,0,0,0,2.46050095,133.61605,0.052000000000000005,1.861,277.0,1.03,969.0,208.54,16.7,4811.0,0.634
CANDIDATE,0,0,0,0,7.49133777,135.31257,0.013000000000000001,6.315,34.5,1.01,1291.0,656.15,14.4,6177.0,1.71
CONFIRMED,0,0,0,0,5.8660127,136.35647,0.539,3.985,183.0,1.45,1064.0,302.77,16.8,6020.0,1.04
CONFIRMED,0,0,0,0,23.9107056,150.5394,0.39799999999999996,4.996,294.0,1.91,709.0,59.76,12.9,6338.0,1.091
FALSE POSITIVE,0,1,0,0,23.83680888,173.77594309999998,1.008,6.0285400000000005,29700.0,59.31,919.0,168.28,2793.4,6095.0,1.94
CONFIRMED,0,0,0,0,4.62334491,132.37083,0.38799999999999996,3.0189,62.0,0.77,1050.0,287.25,25.2,5678.0,0.97
FALSE POSITIVE,0,1,0,0,5.888835386,173.58286299999997,6.2170000000000005,3.7988,19500.0,584.67,1008.0,243.87,208.2,5780.0,1.0
CONFIRMED,0,0,0,0,5.83599485,169.87446,0.129,2.062,553.0,1.92,884.0,144.5,11.2,5423.0,0.828
FALSE POSITIVE,0,1,1,1,1.089077863,171.230501,0.778,2.4676,134.0,1.96,2359.0,7312.11,104.8,6280.0,1.551
FALSE POSITIVE,0,0,1,1,7.86335883,171.00298999999998,0.995,3.4303,467.0,7.84,1195.0,482.18,74.3,5731.0,1.913
FALSE POSITIVE,0,1,1,1,8.0970583,170.81044,0.9590000000000001,5.699,681.0,4.83,1203.0,495.31,76.4,6573.0,1.455
FALSE POSITIVE,0,1,0,0,6.3376143570000005,170.189414,0.972,1.742,1810.0,9.57,1351.0,787.89,132.7,6581.0,1.536
FALSE POSITIVE,0,1,1,1,3.900140077,172.37193,1.205,3.77,543.0,23.78,1253.0,582.32,53.6,6407.0,0.955
CONFIRMED,0,0,0,0,5.080057900000001,174.42853,0.636,5.207000000000001,223.0,3.95,1673.0,1851.94,56.7,6049.0,2.52
CONFIRMED,0,0,0,0,13.14496741,174.8467,0.591,3.6399,301.0,1.59,698.0,56.15,44.1,5411.0,0.888
CONFIRMED,0,0,0,0,16.09196369,170.59883200000002,0.546,2.8943,416.0,2.13,718.0,62.74,84.9,5680.0,1.016
FALSE POSITIVE,1,0,1,1,161.239891,189.1791,0.946,24.471999999999998,1080.0,3.48,294.0,1.77,23.0,5514.0,0.826
CANDIDATE,0,0,0,0,5.465417400000001,133.58893,0.301,3.2089999999999996,220.0,1.23,927.0,174.08,14.2,5612.0,0.8290000000000001
CONFIRMED,0,0,0,0,1.4951513,132.66025,0.9740000000000001,3.43,52.0,1.44,1870.0,2880.38,14.2,5635.0,1.452
CONFIRMED,0,0,0,0,20.3504704,142.7588,0.192,7.225,102.0,1.01,695.0,55.07,16.6,5952.0,1.002
CANDIDATE,0,0,0,0,6.06664931,136.14365,0.902,1.962,65.3,0.87,915.0,165.66,10.9,5569.0,0.892
CANDIDATE,0,0,0,0,2.184437698,133.67492,0.035,1.0422,1550.0,0.94,529.0,18.41,19.7,3421.0,0.25
FALSE POSITIVE,0,1,0,0,33.69320154,158.866724,0.379,7.442189999999999,509000.0,68.86,518.0,17.07,1618.4,5427.0,0.899
CONFIRMED,0,0,0,0,4.13592927,133.53763,0.168,2.377,156.0,1.43,1226.0,535.42,15.2,5886.0,1.1520000000000001
CONFIRMED,0,0,0,0,8.05337912,134.9588,0.035,5.382000000000001,38.3,1.28,1320.0,717.7,14.9,6231.0,2.062
CANDIDATE,0,0,0,0,15.2311195,143.73591000000002,0.192,3.91,269.0,1.94,800.0,96.84,13.1,5836.0,1.186
FALSE POSITIVE,0,1,1,1,23.6272223,173.65096,0.711,7.9,155.0,3.84,1358.0,804.44,65.8,8308.0,2.8789999999999996
CANDIDATE,0,0,0,0,8.97349999,171.03075,0.56,3.1408,935.0,36.0,2262.0,6178.9,44.1,4751.0,11.536
CANDIDATE,0,0,0,0,108.54694599999999,151.1275,0.055,7.567,711.0,29.67,985.0,222.7,15.3,4751.0,11.536
CONFIRMED,0,0,0,0,3.2542777419999998,172.66256,0.303,2.9903,160.0,1.38,1301.0,675.56,58.6,5945.0,1.089
CONFIRMED,0,0,0,0,91.3514816,189.60082,0.008,8.707,210.0,1.57,428.0,7.93,25.5,5945.0,1.089
FALSE POSITIVE,0,0,1,0,2.250826647,170.321819,1.2209999999999999,1.536,534.0,30.03,1489.0,1161.8,104.3,5779.0,1.119
CONFIRMED,0,0,0,0,31.158824900000003,173.90355,0.028999999999999998,5.1803,959.0,3.56,639.0,39.46,73.6,5951.0,1.155
FALSE POSITIVE,1,0,0,0,0.43628259399999997,170.70204099999998,1.2690000000000001,1.3988,536.0,83.25,5187.0,170399.16,218.3,8491.0,2.622
CONFIRMED,0,0,0,0,76.7324556,200.6722,0.462,6.242999999999999,686.0,3.08,473.0,11.86,34.3,5951.0,1.155
CONFIRMED,0,0,0,0,13.89963233,182.864454,0.777,3.5791,1120.0,2.46,521.0,17.37,98.2,4538.0,0.6629999999999999
CANDIDATE,0,0,0,0,6.14955931,169.55182,0.368,5.5694,334.0,3.26,1287.0,649.26,87.3,5687.0,1.775
CANDIDATE,0,0,0,0,4.8099878,133.00671,0.2,1.97,288.0,1.59,1077.0,317.8,13.6,5988.0,0.934
CANDIDATE,0,0,0,0,5.08288076,134.00557,0.389,2.515,108.0,1.15,1183.0,462.96,12.5,6217.0,1.083
CANDIDATE,0,0,0,0,31.0259489,158.5632,0.153,5.692,385.0,1.91,595.0,29.67,12.7,6075.0,0.9690000000000001
CANDIDATE,0,0,0,0,3.08942807,134.1999,0.65,3.214,85.3,1.07,1361.0,808.76,13.2,6137.0,1.103
CANDIDATE,0,0,0,0,44.8702042,141.11446,0.436,4.199,636.0,2.56,536.0,19.5,16.4,6122.0,0.996
CONFIRMED,0,0,0,0,4.45342418,133.09066,0.569,3.654,46.6,0.9,1331.0,740.51,16.3,6256.0,1.2690000000000001
FALSE POSITIVE,0,1,1,1,2.21396685,132.56407,0.017,4.374,81.6,0.84,1418.0,952.61,19.1,5986.0,0.93
CONFIRMED,0,0,0,0,9.705693,140.3709,0.941,7.702000000000001,141.0,2.07,1001.0,237.46,14.2,5808.0,1.385
CANDIDATE,0,0,0,0,21.236002399999997,149.88083,0.205,4.019,104.0,2.62,1048.0,285.21,15.7,6035.0,2.559
CONFIRMED,0,0,0,0,8.31377304,175.99137,0.002,2.964,837.0,2.74,886.0,145.51,19.6,5900.0,0.951
FALSE POSITIVE,0,1,1,1,8.58969597,174.9625,1.197,8.471,245.0,20.8,882.0,143.02,45.9,6024.0,0.9
CONFIRMED,0,0,0,0,7.97420583,174.52718000000002,0.128,5.3503,293.0,1.85,974.0,212.75,55.1,5973.0,1.081
CONFIRMED,0,0,0,0,1.88899036,132.09517,0.011000000000000001,3.486,59.0,0.83,1574.0,1449.92,18.2,5973.0,1.081
CONFIRMED,0,0,0,0,18.68405716,170.83245,0.858,6.9329,382.0,3.64,832.0,113.34,54.2,5548.0,1.614
CONFIRMED,0,0,0,0,21.41624083,176.24991,0.081,7.081,315.0,2.09,748.0,74.2,42.7,6156.0,1.18
FALSE POSITIVE,0,1,1,0,12.28351275,174.36652,1.224,3.634,598.0,74.76,1342.0,765.56,23.4,6171.0,2.759
CONFIRMED,0,0,0,0,4.72674037,134.92639599999998,0.657,2.9267,273.0,1.56,1028.0,264.08,287.8,5648.0,0.894
FALSE POSITIVE,0,0,1,0,6.77449545,171.0118,1.178,2.5416,482.0,29.41,1219.0,521.03,41.9,6517.0,1.3419999999999999
CANDIDATE,0,0,0,0,14.59150445,180.85154599999998,1.21,1.1295,1490.0,36.85,879.0,140.82,68.0,5940.0,1.3119999999999998
FALSE POSITIVE,0,1,0,0,27.677680100000003,173.796579,0.9329999999999999,2.1704,11500.0,14.41,618.0,34.55,431.6,6075.0,0.9690000000000001
FALSE POSITIVE,0,1,1,0,0.605223042,131.75593,0.109,0.8986,232.0,1.14,1728.0,2099.47,20.7,5089.0,0.757
CONFIRMED,0,0,0,0,25.517274399999998,154.4165,0.322,4.735,66.8,0.83,615.0,33.91,13.5,5680.0,1.016
CANDIDATE,0,0,0,0,4.73292061,131.579,0.121,1.746,152.0,0.97,957.0,198.57,15.5,5595.0,0.7959999999999999
CONFIRMED,0,0,0,0,22.4765952,136.82336,0.17600000000000002,3.437,481.0,1.21,419.0,7.27,13.3,4563.0,0.5670000000000001
CANDIDATE,0,0,0,0,1.242639742,131.88125,0.152,1.7630000000000001,159.0,1.02,1487.0,1159.26,16.1,5520.0,0.818
FALSE POSITIVE,0,0,1,0,25.503628,139.3578,0.953,3.9130000000000003,204.0,1.61,586.0,27.85,13.3,5815.0,0.877
CANDIDATE,0,0,0,0,14.863849599999998,142.95729,1.006,2.705,221.0,2.9,620.0,35.04,12.3,5159.0,0.8
CANDIDATE,0,0,0,0,5.65245733,136.97891,0.889,2.062,121.0,1.05,856.0,127.1,11.7,5159.0,0.8
CONFIRMED,0,0,0,0,10.9294815,141.5034,0.19699999999999998,5.893,197.0,1.21,770.0,83.14,14.3,5792.0,0.8640000000000001
FALSE POSITIVE,0,1,0,0,0.5366503189999999,131.71106,0.61,2.383,41.9,1.35,3195.0,24688.55,31.0,6020.0,2.0
CONFIRMED,0,0,0,0,5.45849914,172.08857,0.65,4.0448,256.0,1.91,1099.0,344.32,72.0,5914.0,1.135
CONFIRMED,0,0,0,0,13.28536452,169.86052,0.774,6.2829999999999995,378.0,4.03,1157.0,423.65,26.8,6534.0,1.9
FALSE POSITIVE,0,0,1,0,46.56675437,196.31173,0.87,7.831,801.0,5.25,708.0,59.34,111.3,6629.0,1.619
FALSE POSITIVE,0,1,1,1,19.5148412,132.60756999999998,0.742,3.096,103.0,2.8,1200.0,489.75,13.1,7004.0,2.556
CONFIRMED,0,0,0,0,15.4130812,136.94324,0.37200000000000005,6.6358,264.0,2.59,944.0,187.39,55.2,6206.0,1.5730000000000002
CANDIDATE,0,0,0,0,4.82051088,135.78541,0.922,3.588,40.9,1.08,1328.0,735.25,14.8,6046.0,1.396
CANDIDATE,0,0,0,0,6.09595681,134.59214,0.685,5.502000000000001,65.7,1.26,1259.0,593.42,18.1,6313.0,1.4669999999999999
CANDIDATE,0,0,0,0,13.2511214,141.178,0.231,4.996,267.0,1.98,850.0,123.32,15.2,5850.0,1.217
CANDIDATE,0,0,0,0,11.682369,134.8311,0.6987,2.71,235.0,1.45,802.0,97.62,11.2,6089.0,0.889
CANDIDATE,0,0,0,0,10.12956201,135.99804,0.544,3.0439999999999996,81.3,0.78,736.0,69.43,12.2,5383.0,0.8420000000000001
CANDIDATE,0,0,0,0,15.611223800000001,144.8735,0.46799999999999997,3.873,114.0,0.91,637.0,38.99,15.7,5383.0,0.8420000000000001
CONFIRMED,0,0,0,0,42.5217006,136.1274,0.495,5.723,686.0,2.45,510.0,15.97,14.7,5911.0,0.914
FALSE POSITIVE,1,0,0,1,0.566805887,131.8203886,0.762,5.2317,1.7,0.08,1554.0,1368.32,0.8,5000.0,0.5489999999999999
CONFIRMED,0,0,0,0,6.69958851,134.1468,0.0,2.8310000000000004,254.0,1.24,806.0,99.83,13.6,5296.0,0.799
FALSE POSITIVE,0,1,0,0,14.17097278,175.60775,0.579,3.7316,13500.0,20.88,1288.0,650.07,308.1,8347.0,1.715
FALSE POSITIVE,0,1,1,1,1.332562831,132.05088,1.2409999999999999,6.24,298.0,24.29,1532.0,1301.29,37.3,5718.0,0.863
CANDIDATE,0,0,0,0,2.39161966,133.07956000000001,0.299,1.906,189.0,0.93,1031.0,266.01,13.6,4935.0,0.685
CANDIDATE,0,0,0,0,5.68879083,131.6672,0.39,2.55,242.0,0.99,645.0,40.88,13.8,4234.0,0.639
CONFIRMED,0,0,0,0,2.31941571,131.93925,0.429,1.591,96.4,1.24,1490.0,1164.84,11.7,5624.0,1.248
CONFIRMED,0,0,0,0,19.7830259,177.72013,0.015,5.4898,373.0,2.1,708.0,59.39,41.8,5747.0,1.099
FALSE POSITIVE,0,1,0,0,10.43114677,133.936337,1.225,3.8853,29400.0,50.44,833.0,114.02,400.2,5780.0,1.0
CONFIRMED,0,0,0,0,7.0106324,174.57542,0.6829999999999999,3.0688,327.0,1.5,738.0,70.32,48.7,4908.0,0.782
CONFIRMED,0,0,0,0,3.10762684,132.63359,0.7,2.3609999999999998,77.2,0.73,968.0,207.72,15.6,4908.0,0.782
CONFIRMED,0,0,0,0,1.980356674,170.139601,0.713,2.4743,272.0,2.1,1662.0,1808.41,71.9,6078.0,1.189
CONFIRMED,0,0,0,0,12.834477099999999,138.32626000000002,0.956,3.846,281.0,2.55,891.0,149.42,35.0,6078.0,1.189
FALSE POSITIVE,0,1,0,0,175.329014,230.9292,1.2309999999999999,6.269,1060.0,27.03,327.0,2.69,16.7,6008.0,0.93
CANDIDATE,0,0,0,0,21.61313362,137.02688999999998,0.7140000000000001,1.52,818.0,1.94,503.0,15.14,13.8,5267.0,0.632
CONFIRMED,0,0,0,0,2.7881793,131.84558,0.057999999999999996,3.397,55.8,1.02,1510.0,1228.07,17.7,5758.0,1.385
CONFIRMED,0,0,0,0,4.13827684,133.2285,0.499,3.449,63.8,1.13,1324.0,725.53,16.8,5758.0,1.385
FALSE POSITIVE,0,0,1,1,2.61846258,134.02945,0.013000000000000001,3.505,275.0,1.03,843.0,119.68,18.7,4266.0,0.643
CONFIRMED,0,0,0,0,29.727220000000003,134.6581,0.7440000000000001,3.45,1010.0,3.02,557.0,22.7,19.4,5815.0,0.877
CONFIRMED,0,0,0,0,18.01019956,179.42137,0.966,3.516,178.0,1.93,758.0,77.99,43.4,5931.0,1.101
CONFIRMED,0,0,0,0,10.61368712,140.85316,0.024,3.498,560.0,2.06,785.0,89.65,18.9,5815.0,0.877
FALSE POSITIVE,0,0,1,0,7.53887442,135.3319,0.727,3.147,342.0,1.33,751.0,75.14,13.6,5318.0,0.667
